"loan_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","title","zip_code","addr_state","dti","fico_range_low","fico_range_high","inq_last_6mths","open_acc","revol_bal","revol_util","total_acc","initial_list_status","total_pymnt","total_rec_prncp","total_rec_int","last_pymnt_amnt","last_fico_range_high","last_fico_range_low","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_inq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","year","loan_length","pull_length","credit_length"
28800,60,16.99,715.6,4,16,92754,2,0,124000,3,"0",3,10356,697,42,11.54,695,699,2,19,28957,52.6,42,1,42935.94,28800,14135.94,715.54,699,695,0,35820,55000,7,1990,15724,64.4,169,235,2,2,3,2,2,0,5,7,10,21,5,17,34,7,19,3,92.9,20,74016,35820,44200,19016,2014,4.95068493150685,5.02739726027397,19.7369863013699
10075,60,20.49,269.69,5,22,129295,0,0,60000,3,"0",2,8261,778,5,10.62,670,674,5,7,3090,26.2,15,1,16180.39,10075,6105.39,268.68,689,685,100,67481,11800,4,9640,7510,29.2,138,68,1,1,0,1,1,2,3,3,4,4,10,5,5,3,7,2,80,25,72157,67481,10600,60357,2014,4.95068493150685,4.95068493150685,11.5561643835616
10850,60,14.49,255.23,3,14,133843,2,1,60000,2,"1",3,10356,697,42,25.6,705,709,1,11,9746,63.3,48,1,12301.04,8015.03,4236.01,255.23,654,650,0,188323,15400,4,20925,1801,82.3,128,130,7,7,3,58,5,0,2,4,3,12,20,7,24,4,11,1,97.9,50,221711,39342,10200,45613,2014,3.95068493150685,4.61643835616438,10.8904109589041
22200,36,7.62,691.79,1,3,33825,6,1,62520,1,"0",4,27215,741,4,15.68,805,809,1,4,962,4.4,11,1,23936.99,22200,1736.99,14262.91,734,730,0,220913,22000,4,55228,21038,4.4,159,214,168,6,1,168,6,0,1,1,1,2,8,1,2,1,4,3,100,0,250072,36859,22000,41162,2013,1.19178082191781,1.19178082191781,17.6547945205479
6950,36,15.61,243.01,3,13,12898,10,1,74500,1,"0",3,10356,680,42,9.42,670,674,2,8,23177,69.6,16,1,8156.14,6950,1206.14,4511.83,734,730,0,23177,33300,0,3311,641,96.5,90,109,27,27,1,79,4,0,3,5,3,4,3,8,12,5,8,0,100,100,33300,23177,18300,0,2013,1.28219178082192,5.03287671232877,9.05753424657534
22000,36,9.17,701.34,2,6,87353,9,0,75000,2,"0",3,10356,183,21,14.61,700,704,1,7,13294,35.5,20,0,25066.87,22000,3066.87,6130.69,684,680,0,52508,37400,9,7501,14341,6.9,163,158,11,9,0,14,1,0,1,4,2,4,11,6,9,4,7,4,94.4,0,78870,52508,15400,41470,2014,2.28767123287671,4.78356164383562,13.641095890411
13000,60,19.52,340.96,5,22,72352,4,1,80000,2,"1",3,10356,255,27,14.93,660,664,0,7,7681,85.3,14,1,9821.91,4146.36,4718.6,698.97,574,570,0,132779,9000,2,22130,408,72.8,188,113,7,7,1,7,7,3,1,2,1,4,6,3,6,2,7,2,72.7,0,172973,26854,1500,36339,2014,2.11780821917808,3.36986301369863,15.7260273972603
24000,36,8.39,756.4,1,5,111912,10,1,117000,2,"0",2,8261,731,43,33.94,690,694,0,21,34829,69.5,59,0,27219.14,24000,3219.14,756.33,729,725,0,320896,50100,2,16889,0,104.5,245,426,2,2,4,95,23,0,5,10,5,10,22,16,33,10,21,2,100,100,397219,158956,21000,172894,2014,2.95068493150685,4.36438356164384,35.5780821917808
16000,60,16.29,391.56,4,17,101858,3,0,50000,2,"0",3,10356,161,37,21.29,665,669,0,13,23994,68.4,21,0,21535.8,14112.68,7423.12,391.56,684,680,0,31617,35100,3,2635,3452,74.6,98,93,20,6,1,34,19,0,4,9,4,4,5,11,15,9,13,1,100,75,45544,31617,13600,10444,2014,4.53150684931507,4.53150684931507,8.22465753424657
3000,36,14.09,102.67,2,10,93715,5,0,34000,1,"0",3,22280,851,46,3.25,680,684,1,6,3343,35.9,12,0,3617.98,3000,617.98,1256.57,674,670,0,3343,9300,4,557,2345,36.6,85,152,13,13,0,22,0,2,2,5,3,7,1,6,11,5,6,0,90,66.7,9300,3343,3700,0,2013,1.94794520547945,3.03287671232877,12.558904109589
24000,36,14.49,825.99,3,14,88228,10,0,80000,2,"0",3,10356,20,20,17.89,675,679,2,21,9128,37.3,47,0,28510.46,24000,4510.46,12816.65,724,720,5310,34221,24500,12,1711,4259,52.7,128,134,1,1,4,1,0,4,6,10,7,15,15,18,28,10,21,3,90.9,28.6,63966,34221,9000,39466,2014,1.7013698630137,4.28767123287671,11.7232876712329
8800,36,12.12,292.8,2,8,33832,5,0,28000,2,"0",2,7132,786,5,19.54,705,709,1,16,13246,31.4,30,1,10540.39,8800,1740.39,292.39,674,670,0,17820,42212,2,1273,17927,29.7,56,114,3,3,0,3,5,0,5,10,6,12,5,14,25,10,16,1,100,33.3,48722,17820,25512,6510,2012,2.94794520547945,5.78356164383562,9.47945205479452
10000,36,14.33,343.39,3,11,62730,6,1,72000,2,"0",6,24536,306,10,15.35,670,674,1,11,22729,70.2,21,1,12361.66,10000,2361.66,343.01,729,725,0,109662,32400,4,12185,4274,82.6,135,148,15,4,1,19,2,0,5,7,6,12,3,9,17,7,11,1,95,80,127876,39311,24500,17409,2013,2.95068493150685,2.95068493150685,12.3068493150685
10000,36,10.99,327.34,2,7,72986,10,0,65000,1,"0",3,10356,668,42,9.71,680,684,0,7,5347,51.4,14,0,11784.23,10000,1784.23,327.33,749,745,0,16013,10400,4,2288,406,82.3,85,133,3,3,2,29,8,0,2,5,2,3,4,6,8,5,7,2,92.9,50,30805,16013,2300,20405,2014,2.95068493150685,4.87397260273973,12.8931506849315
23750,36,12.85,798.52,2,9,35031,2,1,135000,3,"0",3,26655,307,10,20.83,695,699,1,23,34594,41.7,62,0,27305.17,23750,3555.17,14528.85,734,730,0,78978,83000,9,3590,42763,34.7,149,285,1,1,5,1,1,5,9,11,15,32,12,20,45,11,23,3,88.7,14.3,143074,78978,65500,60074,2013,1.36164383561644,5.12054794520548,23.8219178082192
15600,60,14.3,365.42,3,11,65512,1,0,75000,3,"1",2,12344,800,5,9.96,680,684,0,14,8244,28,33,1,12950.03,7096.68,4959.27,383.69,644,640,0,23662,29400,5,2151,5059,50.4,34,152,7,7,0,7,7,1,2,5,4,19,2,12,30,5,13,1,93.9,0,52632,23662,10200,21032,2013,2.78356164383562,3.2027397260274,12.8082191780822
12000,36,8.19,377.09,1,5,115288,3,0,69000,2,"0",3,10356,17,20,19.63,705,709,0,11,19591,59.7,19,1,13574.32,12000,1574.32,7.27,634,630,0,50012,32800,2,4547,3758,76.7,106,159,4,4,0,26,10,0,4,9,4,10,4,9,15,9,11,2,100,50,69443,50012,16100,36643,2014,3.03287671232877,4.11780821917808,13.3123287671233
35000,60,12.12,780.68,2,8,135703,10,1,1e+05,3,"0",3,6325,85,33,14.18,765,769,0,9,44906,15.7,33,1,46771.7,35000,11771.7,3834.3,714,710,0,531387,84300,3,59043,24689,15.7,153,163,15,8,7,24,8,0,2,3,3,12,9,4,15,3,9,1,96,0,597010,102786,29300,55346,2012,4.61643835616438,6.36438356164384,13.4821917808219
10000,60,19.72,263.39,4,20,53543,4,0,42000,3,"0",9,21657,58,30,14.09,725,729,1,6,9956,35.4,21,1,13271.72,10000,3271.72,7743.13,779,775,0,14500,28100,4,2417,15144,39.7,141,295,11,11,0,11,1,0,1,1,2,11,5,5,16,1,6,2,95,0,38324,14500,25100,10224,2013,1.78082191780822,1.78082191780822,24.4027397260274
12000,36,8.9,381.04,1,5,104601,3,0,50000,1,"0",2,8261,778,5,11.19,670,674,1,9,16056,54.8,24,1,13191.52,12000,1191.52,7475.92,764,760,0,18932,29300,5,2104,10820,56.5,131,119,3,3,0,7,3,0,4,6,5,9,9,8,15,6,9,3,100,20,38836,18932,24900,9536,2014,1.28219178082192,1.28219178082192,10.9753424657534
10000,36,10.99,327.34,2,8,36452,4,1,22800,2,"0",2,8261,422,34,19.63,715,719,0,11,7547,69.2,16,0,11785.79,10000,1785.79,327.43,629,625,0,36285,10900,0,4536,3192,70.2,136,227,31,31,2,31,10,0,6,7,6,8,1,10,13,7,11,0,100,16.7,47120,7547,10700,0,2014,2.95068493150685,4.28493150684931,18.9835616438356
6000,36,14.99,207.97,3,15,117206,5,1,65000,2,"0",4,17327,307,10,20.32,705,709,3,6,5902,15.7,15,0,7447.572,6000,1447.57,808,714,710,0,259808,37500,9,43301,31598,15.7,55,174,2,2,1,11,2,0,3,3,3,6,5,3,9,3,6,6,100,66.7,299737,65741,37500,65351,2014,2.61369863013699,2.6986301369863,14.5643835616438
6600,36,17.57,237.19,4,19,129294,10,1,53000,2,"1",2,8261,324,2,35.17,695,699,0,12,40396,96.4,30,1,5104.52,3426.68,1547.87,237.19,589,585,0,383209,41900,3,38321,387,98.9,145,181,21,1,3,21,16,0,3,5,3,6,13,5,14,5,12,2,100,100,400018,174169,35400,126268,2014,1.78356164383562,3.6986301369863,15.1452054794521
7800,36,12.99,262.78,3,12,130719,10,1,43000,1,"0",2,8261,234,48,8.07,660,664,0,7,7564,77.2,16,0,9024.21,7800,1224.21,4562.58,664,660,0,70111,9800,4,11685,436,94.5,100,128,6,6,4,6,8,0,3,3,3,4,4,5,8,3,7,3,87.5,100,75899,11289,8000,4099,2014,1.44657534246575,3.78356164383562,11.6465753424658
15000,36,6.03,456.54,1,1,22292,6,1,106000,2,"0",2,8000,685,42,7.49,760,764,0,8,15074,31.7,19,1,15549.79,15000,549.79,12355.6,704,700,0,260731,47600,4,32591,30726,32.9,138,253,5,5,3,5,13,0,4,4,4,8,3,6,11,4,8,3,100,0,302641,31622,45800,21341,2013,0.619178082191781,5.70684931506849,20.8986301369863
6000,36,17.27,214.73,3,15,55589,1,0,54000,2,"0",3,24617,650,42,27.78,660,664,0,9,11873,88.6,21,1,7729.975,6000,1729.98,214.42,614,610,0,55080,13400,3,6120,46,99.5,101,120,21,6,0,63,7,0,3,5,3,5,13,5,8,5,9,2,95,100,64524,55080,10200,51124,2013,3.02739726027397,4.86575342465753,9.98356164383562
14400,60,19.99,381.44,5,23,1541,1,0,43000,1,"0",3,10356,459,22,27.13,660,664,1,12,13128,56.3,44,0,16826.56,14400,2426.56,13433.58,629,625,0,106806,23300,8,8901,0,101.8,107,149,3,3,0,8,3,0,2,6,2,15,16,9,28,6,12,4,93,100,114204,106806,9700,90904,2014,0.863013698630137,3.27945205479452,12.4794520547945
8000,36,6.03,243.49,1,1,101045,2,1,105000,1,"0",3,10356,295,10,10.58,710,714,1,13,8398,28.6,20,0,8593.99,8000,593.99,4211.17,684,680,0,303042,29400,4,30304,21002,28.6,109,138,1,1,5,1,2,2,7,7,10,10,4,10,10,7,13,2,90,0,365764,16091,29400,40162,2014,1.53150684931507,4.36438356164384,11.6465753424658
19750,60,25.8,588.99,7,31,111889,10,0,75000,2,"1",3,10356,610,19,20.8,660,664,1,8,20136,99.2,34,0,17885.63,5366.7,9358.05,588.99,564,560,0,59613,20300,3,9936,0,100.3,162,310,3,3,7,3,4,0,1,4,2,7,9,6,18,4,8,3,94.1,100,70729,59613,6000,50429,2014,2.11780821917808,2.53698630136986,25.9013698630137
16000,36,10.16,517.48,2,6,111002,10,1,55000,2,"0",3,9868,808,5,8.58,710,714,0,6,15997,40.9,16,1,18629.19,16000,2629.19,517.38,739,735,0,260059,39100,2,52012,21103,43.1,135,192,49,5,2,49,7,0,3,3,3,4,7,5,7,3,6,1,100,66.7,284700,15997,37100,0,2013,2.95068493150685,5.86575342465753,15.813698630137
35000,60,18.55,899.28,4,17,113761,10,1,110000,2,"0",3,29614,854,46,19,690,694,2,20,47659,64.2,30,0,41107.5,35000,6107.5,31215.42,604,600,0,356730,74263,6,17837,10152,72.8,173,196,6,6,6,7,0,0,6,11,7,8,7,15,17,11,20,3,96,42.9,470403,74615,37263,52640,2013,0.947945205479452,2.78356164383562,16.3150684931507
10000,36,9.49,320.29,2,7,10102,1,1,47800,2,"0",3,10356,10,20,23.33,665,669,2,13,13581,36.9,24,1,11227.84,10000,1227.84,5138.7,734,730,0,43365,36800,5,3614,21980,37.7,87,147,2,2,0,20,2,1,4,5,5,9,13,7,11,5,13,1,87.5,60,62585,43365,35300,25785,2014,1.61643835616438,4.1972602739726,12.3095890410959
10000,36,15.8,350.59,3,13,124548,10,0,63000,1,"0",2,19378,865,1,19.51,680,684,2,15,14875,83.1,23,1,12635.95,10000,2618.42,1048.95,574,570,0,50959,17900,4,3640,1405,91.3,67,138,3,3,0,19,4,0,7,8,8,13,8,10,15,8,15,3,100,100,60432,50959,16200,42532,2013,2.77808219178082,6.02739726027397,11.3972602739726
17600,60,9.49,369.55,2,7,59239,0,1,65000,1,"0",2,8261,61,30,15.36,775,779,0,10,22901,35,24,0,20010.02,17600,2410.02,13002.49,709,705,0,221998,65400,1,22200,27119,45.5,164,399,32,20,4,134,22,0,3,6,4,7,3,8,17,6,10,0,100,25,290819,23740,49800,10919,2014,1.7013698630137,3.03561643835616,33.3232876712329
7000,36,12.99,235.83,3,11,126729,6,1,118000,3,"0",3,10356,116,33,19.58,665,669,2,14,13928,49,29,0,7775.89,7000,775.89,5417.59,684,680,1214,221595,28400,8,17046,12189,23.8,127,253,6,6,1,6,5,1,5,8,6,8,14,10,14,8,14,6,89.7,16.7,257531,84035,16000,82851,2014,0.863013698630137,4.6986301369863,21.1506849315068
10000,36,10.99,327.34,2,7,106640,10,1,71000,2,"0",3,10356,89,33,21.55,815,819,0,11,7654,11.8,15,0,10516.71,10000,516.71,8880.01,754,750,0,90563,65000,7,8233,45646,14.4,160,239,1,1,0,1,11,0,3,3,6,8,4,9,11,3,11,5,100,0,188078,90563,53300,123078,2014,0.528767123287671,2.6986301369863,19.9808219178082
16000,60,17.57,402.57,4,19,96105,3,1,64000,1,"0",3,10356,271,39,32.4,685,689,0,16,18614,62,35,0,24086.67,16000,8086.67,2346.24,564,560,0,159467,30000,11,10631,4996,76,125,207,2,2,4,15,11,0,3,5,5,7,19,7,12,5,16,3,100,75,178545,97264,20800,84045,2014,4.53972602739726,4.61643835616438,17.3123287671233
12625,36,14.16,432.48,3,12,129295,3,1,47000,1,"0",3,10356,421,34,23.6,700,704,2,13,6122,66.5,39,0,14709.19,12625,2084.19,7789.51,704,700,0,81753,9200,0,6813,3078,66.5,137,150,73,41,0,73,3,2,3,3,4,10,26,4,13,3,13,0,94.3,66.7,92375,81753,9200,83175,2014,1.36712328767123,4.95068493150685,12.641095890411
24000,60,15.31,574.88,3,14,110323,10,1,95000,2,"0",4,17327,841,36,4.63,695,699,0,14,19601,45,29,1,27499.41,24000,3499.41,21175.73,729,725,0,240134,43600,5,20011,20359,49,200,213,4,4,2,19,16,1,6,7,8,13,6,13,21,7,14,1,96.6,25,269434,19601,39900,0,2014,0.947945205479452,4.62191780821918,17.8958904109589
31300,36,21,1179.23,5,22,98163,10,1,106889,2,"0",11,32405,672,42,17.95,705,709,2,11,41337,54.2,40,1,42069.44,31300,10769.44,7874.56,614,610,0,146295,46200,5,13300,1373,62.9,138,191,3,3,4,3,3,0,2,5,3,10,16,7,19,5,11,3,97,33.3,234736,88445,3700,55178,2013,2.44383561643836,5.27945205479452,30.9890410958904
5000,36,13.35,169.32,3,12,43560,10,1,60000,2,"0",8,21701,706,6,22.46,720,724,0,12,11333,47.6,18,1,6095.252,5000,1095.25,169.05,649,645,0,217052,23800,3,24117,6064,48.6,113,170,33,10,2,33,10,0,3,5,5,5,4,9,11,5,12,1,100,50,239975,43800,11800,39532,2014,2.95068493150685,4.53150684931507,14.227397260274
16000,60,18.25,408.48,4,18,43697,10,1,97000,2,"1",3,7545,431,16,10.34,665,669,0,19,20284,70.4,36,1,17832.77,7010.4,6469.44,408.48,609,605,53,110379,28800,6,5809,718,95.3,149,158,4,4,2,6,8,0,7,15,7,13,10,17,24,15,19,4,88.9,100,128548,27469,15300,12325,2013,2.78356164383562,4.61643835616438,13.227397260274
6500,36,10.15,210.2,2,7,104391,3,0,35000,2,"0",6,20913,854,46,29.87,705,709,0,7,7229,44.3,8,0,7337.01,6500,837.01,3343.21,744,740,0,30518,16300,1,4360,3553,57.2,182,43,5,5,0,5,8,0,3,5,3,3,3,5,5,5,7,1,100,0,52662,30518,8300,36362,2014,1.61917808219178,2.2027397260274,15.2301369863014
9600,36,10.99,314.25,2,7,27789,1,1,59000,2,"0",2,8261,532,15,16.21,680,684,0,8,9195,93.8,32,0,10315.04,9600,715.04,7801.04,719,715,0,189681,9800,0,23710,540,93.5,127,130,65,32,2,65,14,0,3,4,3,5,23,4,7,4,8,0,96.9,66.7,193026,71212,8300,56662,2014,0.616438356164384,4.86575342465753,10.9780821917808
5500,36,13.98,187.93,3,13,102382,0,0,65000,2,"0",3,10356,316,10,34.88,680,684,0,11,22225,92.6,29,0,6768.239,5500,1268.24,187.64,599,595,0,60411,24000,3,5492,756,95.5,167,147,6,6,0,39,18,0,4,8,4,11,13,8,16,8,11,2,100,100,82460,60411,16900,58460,2014,3.03561643835616,4.11780821917808,13.9753424657534
14500,36,6.03,441.32,1,1,105461,10,1,108563,1,"0",3,10356,9,20,6.1,770,774,0,8,13474,33.7,25,0,15867.57,14500,1367.57,704.01,694,690,0,184857,40000,3,23107,25326,34.7,161,139,19,19,3,19,18,0,3,3,3,7,11,4,11,3,8,0,100,0,242157,28029,38800,17657,2014,2.86575342465753,5.11232876712329,13.4794520547945
20000,36,12.99,673.79,3,12,7033,1,0,103000,2,"0",3,10356,740,4,14.45,690,694,1,5,20907,75.2,12,1,23335.7,20000,3335.7,10562.56,709,705,0,57711,27800,2,11542,6893,75.2,13,100,44,7,0,55,3,0,3,3,3,6,2,3,9,3,5,1,100,66.7,72358,57711,27800,44558,2014,1.61643835616438,2.12054794520548,8.39178082191781
9500,36,12.12,316.09,2,8,137955,10,1,55000,3,"1",3,22769,819,5,19.27,710,714,1,14,11700,33,32,1,8365.25,6220.98,1679.42,316.09,664,660,0,31243,35500,7,2403,8700,57.4,214,191,8,8,4,8,2,2,4,4,8,18,4,12,23,4,14,3,93,28.6,64275,31243,20400,28775,2012,2.03287671232877,3.95068493150685,17.6520547945205
12000,36,12.99,404.27,2,10,61303,9,0,95000,2,"0",2,8261,749,4,27.83,685,689,0,13,9841,72.4,38,1,14564.98,12000,2564.98,404.27,704,700,0,97501,13600,10,7500,1058,87.7,141,176,1,1,2,1,10,1,4,5,5,8,22,8,14,5,13,5,92.1,80,112644,97501,8600,99044,2014,3.03287671232877,4.86575342465753,14.7287671232877
9275,36,14.09,317.41,2,10,35059,1,1,65000,3,"0",4,17327,276,11,32.58,670,674,0,12,18150,90.7,32,1,11426.45,9275,2151.45,317.1,659,655,0,351384,20000,3,31944,588,96.2,104,158,16,13,4,16,15,0,4,6,5,8,13,8,15,6,12,0,82,100,369852,144649,15300,139328,2013,2.95068493150685,5.11780821917808,14.1452054794521
4800,60,17.76,121.27,4,16,109122,6,1,50000,3,"0",3,9703,426,16,10.49,660,664,3,10,4146,23.7,21,1,7275.496,4800,2475.5,120.57,694,690,142,20143,17500,1,2014,3254,56,141,151,5,5,0,29,3,0,3,3,4,9,5,8,16,3,10,1,95,25,39405,20143,7400,21905,2013,4.95068493150685,5.44657534246575,12.4794520547945
12000,36,10.16,388.11,2,6,83913,10,0,78000,3,"0",3,10356,799,5,22.34,705,709,0,12,12660,57.5,38,1,12981.34,12000,981.34,9106.81,809,805,526,50603,22800,2,4217,1324,89.7,206,218,18,12,5,18,12,0,3,6,3,7,14,8,19,6,12,1,94,100,82868,50603,12800,60068,2012,0.947945205479452,6.27945205479452,17.9835616438356
21000,36,9.67,674.37,2,6,11031,8,1,128500,3,"0",3,27958,445,22,32.73,725,729,0,16,89624,92,32,1,24276.99,21000,3276.99,674.04,674,670,0,334534,97400,4,20908,2296,95.9,196,250,15,7,1,69,7,0,3,7,3,5,20,8,11,7,16,1,100,100,415058,179114,56000,129658,2014,2.95068493150685,5.11232876712329,20.9041095890411
13000,36,18.85,475.55,4,18,31180,7,1,52000,1,"1",12,13665,797,5,12.12,690,694,0,8,8862,48.2,11,0,5759.33,2601.28,1678.67,475.55,499,0,0,144540,18400,9,20649,766,82.6,41,52,1,1,3,12,12,0,3,5,3,3,2,6,6,5,8,3,100,66.7,157977,15775,4400,8000,2013,0.698630136986301,3.2027397260274,4.3041095890411
16000,60,12.99,363.97,2,9,116256,6,1,123492,3,"0",9,22281,813,5,12.19,785,789,0,16,8447,16.1,27,0,18588.25,16000,2588.25,13128.7,794,790,0,356201,52400,5,22263,39376,17.5,169,166,8,6,2,8,7,0,4,5,7,9,10,9,15,5,16,3,100,14.3,430281,49343,47700,68781,2013,1.28493150684932,3.28767123287671,13.9780821917808
12000,60,18.24,306.3,4,20,37833,9,1,88000,1,"1",3,10356,427,16,22.84,660,664,1,26,31464,71.1,55,1,2569.24,377.38,541.52,306.3,644,640,0,93408,45000,9,4061,5909,79.4,128,325,7,7,3,31,2,1,6,11,6,19,8,21,44,11,26,3,96.2,66.7,125158,93408,28700,80158,2014,0.2,2.36986301369863,27.1534246575342
12500,60,9.49,262.47,2,7,44271,10,1,62000,2,"0",3,10356,702,6,12.18,725,729,0,13,12119,34.6,30,0,14901.24,12500,2401.24,7043.62,799,795,0,270821,35000,3,22568,9376,43.2,83,142,15,11,2,15,10,0,2,3,4,9,6,10,21,3,13,1,100,25,301994,24662,16500,16994,2014,2.53150684931507,3.27945205479452,11.9780821917808
12250,36,10.99,401,2,7,100207,10,1,70000,3,"0",3,8929,44,7,18.12,690,694,0,9,12238,87.4,23,1,13629.22,12250,1379.22,8420.51,669,665,0,190592,14000,4,23824,1162,89.8,125,159,21,6,3,21,22,0,5,6,5,7,9,7,11,6,9,1,100,100,210106,29240,11400,21106,2013,1.11506849315068,5.36438356164384,13.227397260274
15000,36,11.99,498.15,2,8,102976,4,1,95000,2,"0",4,18410,481,47,25.3,705,709,2,16,22096,52,33,0,17618.37,15000,2618.37,6160.92,694,690,0,268361,42500,6,16773,1979,88.3,157,350,5,5,2,16,2,0,5,10,5,6,14,11,17,10,16,3,100,100,320352,68031,16900,72852,2013,1.94794520547945,4.2027397260274,28.8191780821918
14900,36,14.98,516.37,3,13,139529,10,1,183966,3,"0",3,11944,445,22,6.54,685,689,0,6,34849,99.6,17,1,18473.85,14900,3573.85,3989.86,769,765,0,55359,35000,0,11072,151,99.6,176,273,109,82,5,124,8,0,3,3,3,4,5,4,7,3,6,0,93.7,100,87165,55359,35000,52165,2013,2.44931506849315,5.1972602739726,22.8219178082192
6950,60,18.85,179.72,4,18,123302,7,1,58500,3,"0",3,6527,110,33,30.42,670,674,2,20,25057,57.3,38,0,10465.17,6950,3500.17,2722.21,594,590,0,199805,43700,10,11100,4607,82.3,139,128,10,6,3,10,1,0,5,11,5,10,13,12,22,11,20,3,94,80,223103,87486,26100,61015,2013,3.6986301369863,5.11780821917808,11.5561643835616
23400,36,10.99,765.98,2,8,40187,10,0,78165,3,"1",3,10356,819,5,21.02,690,694,2,10,28807,78.7,19,1,21981.84,17657.1,3924.74,800,574,570,0,44179,36600,4,4418,2247,91,22,128,4,4,0,9,1,0,3,6,4,9,2,8,15,6,10,3,100,75,59600,44179,25000,23000,2014,2.36438356164384,4.36438356164384,10.7232876712329
5000,36,6.49,153.23,1,2,57938,8,0,31200,1,"0",2,8261,19,20,12.77,725,729,0,8,5519,33,9,1,5514.173,5000,514.17,152.92,734,730,0,9194,16700,3,1149,9181,37.5,15,101,6,6,0,6,15,0,5,5,6,6,1,7,8,5,8,2,100,16.7,23001,9194,14700,6301,2014,2.95068493150685,3.36438356164384,8.47671232876712
21000,60,14.64,495.63,3,13,35105,5,1,85000,1,"1",3,10356,405,34,17.39,710,714,3,11,22749,64.8,33,0,8840.89,2800.41,2801.52,150,679,675,0,264507,35100,3,26451,8751,72.2,162,164,0,0,3,21,0,0,3,3,3,10,15,5,15,3,11,1,97,66.7,316506,59220,31500,54767,2014,1.02465753424658,2.61369863013699,13.7315068493151
15000,60,15.61,361.67,4,16,72205,5,0,55612,2,"0",3,10356,304,10,33.91,695,699,0,7,20776,79.9,21,0,19184.79,15000,4184.79,10504.71,709,705,290,24792,26000,1,4958,3659,80.5,261,241,8,8,0,66,8,0,3,4,3,8,4,6,17,4,7,1,85,66.7,49203,24792,18800,23203,2014,2.03561643835616,4.03561643835616,21.813698630137
16000,36,10.15,517.41,2,7,105393,10,1,1e+05,3,"1",3,10356,533,15,9.56,680,684,1,15,22080,67.5,25,0,11598.15,8740.05,2116.54,517.41,664,660,0,504186,32700,2,33612,5601,75.3,139,136,3,3,3,3,3,0,8,10,8,14,3,12,19,11,15,2,92,25,554675,40144,22700,31275,2014,1.6986301369863,2.2027397260274,11.7315068493151
20000,36,12.49,668.98,2,10,10285,3,1,105000,3,"0",3,10356,295,10,28.53,665,669,0,13,15522,58.8,36,1,22901.16,20000,2901.16,12211.36,704,700,0,391710,26400,11,30132,4949,61.3,170,146,5,4,6,30,0,0,4,8,4,6,16,8,14,8,13,5,100,0,416753,113373,12800,110748,2014,1.36438356164384,2.86849315068493,14.227397260274
10575,36,13.68,359.79,3,11,137904,3,0,71000,3,"1",3,13812,309,10,28.59,685,689,0,7,14373,84.5,20,1,7871.33,5032.04,1858.69,300,554,550,0,77936,17000,4,11134,227,98.4,174,132,16,5,1,31,17,0,2,2,2,4,9,3,8,2,7,2,95,100,87931,77936,14600,65039,2013,1.61369863013699,3.2027397260274,14.3972602739726
11200,60,19.52,293.75,5,22,101045,9,1,55000,2,"1",3,10356,445,22,22.23,685,689,1,13,12608,58.4,23,0,4485.54,1071.94,1559.66,293.75,519,515,61,118535,21600,12,9118,3719,70.7,161,88,1,1,2,3,1,0,5,9,6,7,9,10,12,9,13,9,100,50,136408,38760,12700,30923,2014,0.695890410958904,1.95068493150685,13.5616438356164
28000,36,7.69,873.42,1,4,40561,10,1,143000,3,"0",2,8261,105,33,27.56,760,764,0,15,11922,26.9,45,0,31443.1,28000,3443.1,873.4,669,665,0,456299,44400,10,30420,14273,9.1,129,190,3,3,3,3,11,0,2,6,2,8,27,6,15,6,15,4,95.6,0,536993,163279,15700,180093,2014,2.95068493150685,3.12054794520548,15.9780821917808
16425,60,20.2,437,4,20,116135,10,1,38000,2,"0",3,6320,298,10,28.84,670,674,2,12,9798,43.3,20,1,26219.17,16425,9794.17,436.17,754,750,9190,127847,20600,5,11622,2384,75.4,170,191,6,6,1,13,5,3,4,6,4,7,5,9,14,6,12,2,100,75,166408,23356,10000,31795,2013,4.95068493150685,5.1972602739726,16.0630136986301
10000,36,9.67,321.13,2,6,121228,8,1,58000,3,"0",3,10356,681,42,18.97,660,664,2,10,10261,52.6,21,1,11560.46,10000,1560.46,320.92,574,570,1755,132944,19500,4,13294,6549,55.1,152,297,5,3,1,24,0,0,3,5,4,7,9,6,11,5,10,2,85.7,25,171013,29605,14600,28933,2014,3.02739726027397,4.6986301369863,24.8246575342466
